shipment_id,customer_id,driver_id,origin_city,origin_state,destination_city,destination_state,created_at,pickup_datetime,delivered_datetime,status,distance_km,weight_kg,volume_m3,base_cost_mxn,fuel_surcharge_mxn,total_cost_mxn,on_time_flag,damage_flag,tracking_events_count,notes
S0017024,C00054,D00164,Puebla,PUE,Tampico,TAM,2025-04-07,2025-04-08 02:58:50,2025/04/08 14:13,DELIVERED ,655,MXN 305.01,6," 16,787.39 ","1,582.85","18,370.24",Si,FALSE,10,Prioridad alta.
S0017025,C00406,D00115,Chihuahua,CHH,Cancún,ROO,2025-08-22 15:30:50,2025-08-22 23:21:50,2025-08-23 17:07:59,Delivered,$ 824.38,145,"4,00",," 2,027.09 "," 21,554.39 ",No,1,2,Dirección incompleta.
S0017026,C00738,D00225,Querétaro,QRO,Veracruz,VER,16-12-2024 05:00:56,18-12-2024 00:14:56,2024/12/18 13:07,Delivered,$ 597.07,"1,768.15 kg",1,"12,258.80","$ 1,495.54","MXN 13.754,34",TRUE,Y,11,
S0017027,C00551,D00005,CDMX,CDMX,Culiacán,SIN,2025-03-04 23:13:11,2025/03/06 15:12,2025-03-07 03:52:02.776734,entregado,555,"MXN 448,40",4.39," 13,891.90 ",850,"14,741.91",0,,1,Temperatura controlada.
S0017028,C00845,D00118,Veracruz,VER,Mérida,YUC,2025-11-25,2025/11/27 05:13,2025-11-27 14:42:27.481692,DELIVERED,582," 1,410.42 ", 3.73 ,,867.09,"12.864,67",1,FALSE,5,Temperatura controlada.
S0017029,C00221,D00245,Chihuahua,CHH,Toluca,MEX,25/02/2026 14:21,2026-02-27 07:54:12,2026-02-27 16:04:12.922175,DELIVERED , 362.95 , 21.56 ,MXN 4.53,7682,902.44,"8,584.38",1,1,8,Cliente pidió entrega en recepción.
S0017030,C00715,D00193,CDMX,CDMX,León,GTO,2025-11-16 21:26:16,2025/11/18 01:13,2025-11-18 05:23:20.106259,entregado,"151,97","502,87","2,94","$ 3,556.89","471,65","MXN 4,028.54",,0,8,
S0017031,C00261,D00045,Culiacán,SIN,Tijuana,BCN,19-09-2024 03:11:41,2024-09-19 13:16:41,20/09/2024 03:05,DELIVERED ,720.70 km,$ 712.61,8,"20,499.15"," 2,393.00 ",22892,No,0,6,
S0017032,C00281,D00059,Morelia,MICH,Tijuana,BCN,2024-02-27 05:52:06,2024-02-28 23:34:06,29-02-2024 06:00:33,DELIVERED,"452,42",839.82 kg,6.05 m3," 10,533.19 ",1347,11881,Si,Si,6,Cliente pidió entrega en recepción.
S0017033,C00001,D00250,Mérida,YUC,Villahermosa,TAB,06/12/2025 00:04,2025/12/06 19:49,,entregado,$ 528.80,,"MXN 4,75","11,827.72","1.395,29"," 13,223.00 ",No,1,11,Carga frágil.
S0017034,C00013,D00166,Culiacán,SIN,San Luis Potosí,SLP,2024/04/12 19:42,2024-04-14 16:34:04,2024-04-15 01:28:56.417535,delivered,369.62, 5.00 ,,"9.302,05",," 10,523.82 ",Si,N,11,Prioridad alta.
S0017035,C00026,D00036,Cancún,ROO,León,GTO,,,2024-06-30 00:31:00.799612,DELIVERED, 351.22 ,"1.310,62",$ 3.95,"8,740.25","$ 1,165.96"," 9,906.21 ",Y,,10,Incidencia: retraso por tráfico.
S0017036,C00682,D00021,Hermosillo,SON,Aguascalientes,AGS,2024-12-20 21:38:11,2024-12-22 13:53:11,2024-12-23 00:53:05.763411,DELIVERED ,,"1,110.50",3.96,"14,763.68","1.729,42","16,493.09",No,No,7,Falta firma en POD.
S0017037,C00030,D00011,Toluca,MEX,Villahermosa,TAB,16/02/2026 09:37,17-02-2026 18:37:38,18-02-2026 00:17:08,delivered,398.52,"MXN 1.910,18",,"9,751.46",,"$ 10,729.54",1,Y,8,
S0017038,C00115,D00178,Culiacán,SIN,Toluca,MEX,2025-09-24,2025-09-26 01:19:42,2025-09-26 05:48:16.188269,Delivered,302,1336,$ 3.25,,,"7.638,59",0,FALSE,8,Dirección incompleta.
S0017039,C00298,D00105,Villahermosa,TAB,Morelia,MICH,05-01-2025 01:22:15,2025-01-05,05-01-2025 18:46:05,DELIVERED,554.05 km,"1.167,92", 2.94 ,,"1,534.78",,No,1,10,
S0017040,C00198,D00072,Toluca,MEX,Aguascalientes,AGS,18-08-2024 14:23:25,2024-08-18 23:04:25,20-08-2024 02:06:30,Devuelto,"355,40","907,16",MXN 0.47,,"833,78"," 9,813.15 ",TRUE,Si,8,
S0017041,C00036,D00222,Tampico,TAM,Chihuahua,CHH,2025-12-20 14:48:46,2025-12-22 11:41:46,2025-12-22 15:54:37,DELIVERED,$ 409.03,"1,398.67 kg",2.71,"11.111,73","1.388,56"," 12,500.29 ",Si,TRUE,7,
S0017042,C00815,D00220,Puebla,PUE,Morelia,MICH,16/12/2024 19:02,2024-12-16 19:39:24,2024-12-17 05:46:43,DELIVERED ,"MXN 500,93",$ 893.24,,11917,1545,"13,462.32",1,,9,
S0017043,C00343,D00060,León,GTO,Tijuana,BCN,2025-10-06 23:05:01,2025/10/07 07:13,2025-10-07 15:11:55,delivered,$ 388.28,5.00 kg,0.25,"9,658.55",$ 994.56,"10,653.11",0,Y,1,Prioridad alta.
S0017044,C00390,D00234,Chihuahua,CHH,Querétaro,QRO,2026-02-13 10:15:08,14-02-2026 14:05:08,2026-02-14 16:49:07.556869,delivered, 127.15 ,100.20 kg,4.23," 4,189.89 ", 363.05 ,"4,552.93",0,Y,7,
S0017045,C00415,D00063,Villahermosa,TAB,CDMX,CDMX,2026-01-25,2026-01-26 16:30:44,26-01-2026 23:37:10,delivered, 557.51 ,"1,218.08", 1.91 ,"15,328.34","1,075.14","16,403.48",No,N,4,Incidencia: retraso por tráfico.
S0017046,C00517,D00088,Querétaro,QRO,Toluca,MEX,2025-04-17 13:32:51,2025-04-17 15:03:51,17-04-2025 22:46:43,Delivered,$ 541.87,"1,293.92 kg",5.61 m3,"14.852,08","1.442,09","MXN 16,294.17",Y,0,5,
S0017047,C00343,D00232,Hermosillo,SON,Tijuana,BCN,2025-02-23,2025/02/24 23:34,2025-02-24 16:34:43,delivered, 439.80 ,"1.571,46",2,"8,748.59","1,042.32",,No,1,3,
S0017048,C00636,D00066,Puebla,PUE,San Luis Potosí,SLP,2025-12-01 09:02:13,01-12-2025 18:01:13,2025/12/02 04:33,delivered,559.19 km,5,2.59,15745,1516,"17.260,56",Si,Y,3,Falta firma en POD.
S0017049,C00200,D00110,Monterrey,NL,CDMX,CDMX,2024-06-09 07:48:39,,2024-06-10 14:42:41.790115,entregado,680.79 km," 1,833.61 ",,14908,1487,"$ 16,394.85",TRUE,1,8,
S0017050,C00769,D00091,Morelia,MICH,Querétaro,QRO,2025-06-21,23/06/2025 01:28,2025-06-23,entregado,,5.00,,"MXN 4,362.96",310.27,"4,673.23",1,No,8,Incidencia: retraso por tráfico.
S0017051,C00320,D00070,Mérida,YUC,Chihuahua,CHH,2025-11-21 00:32:58,2025/11/22 06:06,2025-11-22 23:47:27.031055,entregado,,878.32,2,16372,"1,135.08"," 17,507.15 ",Si,,14,
S0017052,C00517,D00202,Hermosillo,SON,Monterrey,NL,2025-01-13 13:28:43,2025-01-14 23:32:43,,DELIVERED,742,,4,20513,"2.452,42",22966,TRUE,FALSE,4,Carga frágil.
S0017053,C00119,D00240,Tampico,TAM,Morelia,MICH,2025-10-18 14:37:52,2025-10-20 02:36:52,,DELIVERED,591.93 km,,"5,09",15828,"1.504,14","17,332.46",No,Y,9,Documentación pendiente.
S0017054,C00683,D00033,Guadalajara,JAL,Mérida,YUC,2025/11/18 00:41,2025-11-19 04:53:13,2025-11-19 07:13:21.074152,DELIVERED , 94.94 ,,"3,50","2.312,47",299.82,"$ 2,612.30",Si,0,4,
S0017055,C00419,D00039,Cancún,ROO,CDMX,CDMX,2025-06-03 05:20:55,04/06/2025 04:05,2025-06-04 13:03:39.169429,Delivered,$ 543.32,, 3.33 ," 11,135.81 ",$ 705.44,,0,1,9,Sin incidencias.
S0017056,C00641,D00184,Hermosillo,SON,León,GTO,2024/01/07 18:52,2024-01-07 21:43:44,2024-01-08 02:29:00.673251,delivered, 174.92 ,"714,32",1.78 m3," 4,432.50 ","360,88"," 4,793.38 ",N,Si,5,
S0017057,C00307,D00073,CDMX,CDMX,Puebla,PUE,20/11/2025 00:50,21/11/2025 17:02,2025-11-22 02:20:08.405380,Delivered,513.47 km,"1,009.40",,"11,561.02","1.471,97","$ 13,032.99",,No,6,
S0017058,C00186,D00237,San Luis Potosí,SLP,Cancún,ROO,2024/11/30 17:17,2024-12-02 12:14:52,2024-12-02 22:43:01,Delivered,623,MXN 244.35,"5,36",,"865,85",14728,Y,0,6,Carga frágil.
S0017059,C00675,D00064,CDMX,CDMX,Cancún,ROO,23/09/2025 04:13,,2025/09/24 02:47,DELIVERED ,,-1331,"1,87"," 16,990.77 ","$ 2,377.22","19,367.99",No,0,8,Carga frágil.
S0017060,C00155,D00055,Chihuahua,CHH,Veracruz,VER,2025-09-08 13:03:43,2025-09-10 05:49:43,10-09-2025 17:05:00,DELIVERED ,"665,49"," 1,257.00 ",4.32,15601,"1,310.97",,1,FALSE,2,Dirección incompleta.
S0017061,C00167,D00235,Cancún,ROO,Veracruz,VER,2024-11-19 06:36:25,2024/11/20 11:10,20-11-2024 18:29:23,entregado,"529,97","928,32", 3.44 ,"MXN 14.903,37","1,213.54","16.116,92",Si,FALSE,9,
S0017062,C00285,D00192,Hermosillo,SON,Monterrey,NL,2024-01-10 03:00:33,2024/01/11 10:01,,DELIVERED , -377.58 ,249.25 kg,," 8,009.25 ",715.68,"MXN 8.724,93",Y,0,6,Dirección incompleta.
S0017063,C00684,D00236,Veracruz,VER,Tijuana,BCN,2025/03/28 17:05,29/03/2025 09:04,29-03-2025 12:52:13,DELIVERED ,$ 213.81,347,0.94,"6,241.27",842.23,"7.083,50",TRUE,Si,11,
S0017064,C00267,D00064,Puebla,PUE,San Luis Potosí,SLP,2024-03-07 23:23:15,2024-03-08 14:45:15,2024/03/08 23:42,delivered, 569.39 ,548,$ 6.33,"$ 13,551.29","1,624.49","15.175,78",Si,Y,11,Falta firma en POD.
S0017065,C00117,D00099,Tampico,TAM,Aguascalientes,AGS,19/05/2024 04:23,2024-05-20 01:40:47,2024-05-20 04:10:03.721477,entregado, 218.66 ,"MXN 1,447.28",2.58," 5,712.78 ",500.67,"$ 6,213.44",FALSE,N,6,Incidencia: retraso por tráfico.
S0017066,C00857,D00155,Puebla,PUE,Mérida,YUC,2025-09-14 11:37:43,2025-09-15 19:35:43,15/09/2025 20:35,delivered,12.49 km,"MXN 1.867,41",1.88,982.17,85.67," 1,067.84 ",Si,,15,
S0017067,C00499,D00026,Toluca,MEX,León,GTO,2025-09-13 04:23:13,14/09/2025 00:33,2025/09/14 03:25,delivered, 10.00 ,"$ 1,422.24",$ 4.40,"MXN 625,50","41,42", 666.92 ,TRUE,N,10,
S0017068,C00132,D00226,Tijuana,BCN,Villahermosa,TAB,2024-04-09 17:30:09,2024-04-10 18:00:09,2024-04-11 00:59:11.526181,Delivered, 278.09 ," 1,921.12 ","4,48",,883.37," 8,769.06 ",Y,0,6,
S0017069,C00779,D00057,Tampico,TAM,CDMX,CDMX,2025/07/10 23:19,2025-07-11 20:57:30,12/07/2025 01:51,delivered,"MXN 226,02",17, 4.44 ,"6.475,98","MXN 750,20","$ 7,226.18",FALSE,FALSE,5,Temperatura controlada.
S0017070,C00350,D00132,Hermosillo,SON,Tijuana,BCN,2024-08-02 01:12:19,04-08-2024 01:50:19,2024-08-04 08:50:25,entregado,336.58,"1.149,61",2.58,"7,105.72",749,"7,854.41",N,1,8,Temperatura controlada.
S0017071,C00196,D00047,CDMX,CDMX,Querétaro,QRO,08/11/2025 08:47,2025-11-08 15:01:24,2025-11-09 08:36:31.140337,Delivered,$ 839.65,"1.187,11","2,49","21,902.81"," 2,836.78 ",24740,TRUE,1,4,Dirección incompleta.
S0017072,C00746,D00035,Veracruz,VER,Monterrey,NL,2026-01-23 05:10:43,23/01/2026 06:24,2026-01-23 15:06:04,DELIVERED , 465.48 , 664.89 ,3,11770,"MXN 1.533,40",13303,N,TRUE,10,
S0017073,C00756,D00154,Tijuana,BCN,Puebla,PUE,2025-03-14 12:23:29,2025-03-15 18:23:29,16/03/2025 03:35,DELIVERED,583,,4.33,,"2,103.88"," 17,787.48 ",0,Si,5,
S0017074,C00439,D00119,San Luis Potosí,SLP,Chihuahua,CHH,2025-07-03 00:45:11,2025-07-04 17:08:11,2025-07-05 05:41:13.869840,entregado,601,"1.439,37",4.61,11201,"1,220.46","MXN 12,421.02",N,1,5,
S0017075,C00670,D00155,Guadalajara,JAL,San Luis Potosí,SLP,2024-05-13 16:18:02,2024-05-14,2024-05-15 08:58:57.048668,entregado,927.52,947, 1.25 ," 17,841.08 ","1,667.57","19.508,65",No,1,12,
S0017076,C00138,D00029,Cancún,ROO,Tampico,TAM,18-06-2024 05:50:23,,2024/06/19 21:14,Delivered, 650.47 ,,0.69 m3,"17.055,87"," 2,096.45 ","19,152.32",No,N,2,Carga frágil.
S0017077,C00284,D00204,Toluca,MEX,San Luis Potosí,SLP,2024-06-23 05:20:07,2024-06-25 04:32:07,25/06/2024 06:55,Delivered,214,"1,427.34 kg",,"4.544,87",533,5078,FALSE,1,13,
S0017078,C00365,D00228,CDMX,CDMX,Hermosillo,SON,2026/02/07 21:12,2026-02-08 03:47:28,08/02/2026 11:09,DELIVERED ,485.24,"MXN 1,093.01", 0.90 ,"MXN 10,366.30",,"11,535.73",0,FALSE,7,Falta firma en POD.
S0017079,C00382,D00013,Mérida,YUC,San Luis Potosí,SLP,,2024-12-23 16:32:06,23/12/2024 23:25,Delivered,,689.53,3,"7.286,07",674.40,,Si,FALSE,8,Carga frágil.
S0017080,C00265,D00133,Tampico,TAM,Tijuana,BCN,2025-05-29 02:40:32,2025-05-30 22:20:32,2025-05-31 04:04:55.487165,entregado,"245,87",2012,1.17,"4,805.35",$ 363.77,5169,FALSE,TRUE,6,Cliente pidió entrega en recepción.
S0017081,C00337,D00106,Monterrey,NL,Veracruz,VER,2024-10-01 12:32:24,03-10-2024 12:38:24,2024-10-04 02:25:59.236516,entregado, 840.83 ,514.95,5.64,18148,"2.208,33","20,355.86",N,,1,Sin incidencias.
S0017082,C00286,D00128,CDMX,CDMX,Culiacán,SIN,,2025-04-06 04:45:32,2025/04/06 11:54,Delivered,"479,43","721,58", 5.36 ,"11.080,86","1,087.94",12169,No,No,3,Sin incidencias.
S0017083,C00725,D00189,Tampico,TAM,León,GTO,2024-08-15 20:10:00,2024-08-17,,DELIVERED , 495.75 ,"1,266.31 kg", 3.51 ," 11,128.01 ","1,471.60","12,599.61",Si,Y,-7,
S0017084,C00604,D00072,Puebla,PUE,Monterrey,NL,,2025-02-11,12/02/2025 09:09,delivered,"1.139,30",645.47 kg, 1.51 ,"22,354.82",,"$ 24,307.93",TRUE,,6,Falta firma en POD.
S0017085,C00426,D00016,Villahermosa,TAB,Aguascalientes,AGS,2024/02/22 11:53,,23/02/2024 00:54,entregado,"-566,84",668.40 kg,3,"15.265,56"," 1,195.24 ","16.460,80",,TRUE,3,Documentación pendiente.
S0017086,C00839,D00250,San Luis Potosí,SLP,CDMX,CDMX,2025-01-15 14:41:17,16-01-2025 05:53:17,16-01-2025 16:53:28,DELIVERED , 612.19 ,"190,35","3,39","16,253.73",,"17,900.59",1,TRUE,3,
S0017087,C00751,D00026,Chihuahua,CHH,Hermosillo,SON,2025-09-22 10:09:53,2025-09-23 14:18:53,2025-09-24 04:24:36.667037,CANCELED,500.03,"1,010.36", 2.93 ,"10,444.40","1.201,14",11646,FALSE,,4,Incidencia: retraso por tráfico.
S0017088,C00885,D00018,Guadalajara,JAL,Chihuahua,CHH,2024-05-27 15:42:28,2024-05-28 10:54:28,2024/05/28 15:54,DELIVERED,"359,71",,5,"7.656,85",570.92,"8.227,77",1,1,6,Carga frágil.
S0017089,C00829,D00125,Aguascalientes,AGS,Veracruz,VER,2024/11/05 14:30,2024/11/06 15:06,2024-11-06 23:50:10.121219,DELIVERED ,"544,95",,2," 10,783.69 ",$ 773.81,11557,No,No,7,
S0017090,C00839,D00223,Morelia,MICH,Veracruz,VER,2025-05-24 04:23:54,2025-05-25 10:41:54,25/05/2025 19:14,entregado,519.43 km," 1,718.29 ","0,16","13,350.94","1,318.18","14.669,13",FALSE,,11,
S0017091,C00123,D00177,Culiacán,SIN,Toluca,MEX,2025-12-08 02:27:37,2025-12-10 02:39:37,2025-12-10 13:54:45,DELIVERED ,"621,44"," 2,136.69 ",$ 5.12,17816," 1,510.94 ","MXN 19,327.01",Y,0,6,
S0017092,C00382,D00097,Tampico,TAM,Guadalajara,JAL,2026-01-09 08:58:15,2026-01-09 19:26:15,12-01-2026 04:47:27,Devolución, 545.36 ,"$ 2,067.45","MXN 2,48","10.784,70",MXN 752.45,"11,537.15",Y,0,3,Documentación pendiente.
S0017093,C00900,D00169,Puebla,PUE,Veracruz,VER,2025-12-15 06:00:13,15/12/2025 13:10,2025-12-15 18:29:44.811037,DELIVERED ,,592.51 kg,"1,00","4.726,01", 338.76 ,5065,FALSE,Si,7,
S0017094,C00070,D00109,Cancún,ROO,CDMX,CDMX,2024/03/14 21:43,16/03/2024 15:25,2024-03-17 04:03:50.197679,DELIVERED,608.74,MXN 5.00,6,"$ 17,700.88","1.950,60",,1,0,7,Cliente pidió entrega en recepción.
S0017095,C00450,D00032,Tampico,TAM,Puebla,PUE,,,2025-08-01 04:31:13.065271,entregado,282.98, 5.00 ,0.83 m3,"8,433.94",1011," 9,445.29 ",1,Si,4,Carga frágil.
S0017096,C00310,D00212,Tampico,TAM,Cancún,ROO,30/08/2025 13:58,2025-08-31 17:27:10,2025-09-01 03:54:25.167487,DELIVERED,,"505,77",6," 13,533.27 ",1256,"14,789.45",N,0,11,Dirección incompleta.
S0017097,C00562,D00206,Villahermosa,TAB,Aguascalientes,AGS,21-02-2026 15:16:14,2026-02-22 18:40:14,2026-02-22 21:18:15.645189,entregado,244.02 km, 735.28 ,6.90,6525,514.99," 7,040.33 ",1,1,7,Temperatura controlada.
S0017098,C00601,D00232,Culiacán,SIN,Chihuahua,CHH,2025-12-02,2025-12-02 13:16:06,2025-12-02 18:01:38.105903,Delivered,405.53,698,3.38 m3," 10,076.88 ",,"11,333.40",N,0,2,Cliente pidió entrega en recepción.
S0017099,C00879,D00181,Mérida,YUC,Tijuana,BCN,2025-11-14 03:17:13,2025-11-14 13:43:13,2025-11-14 21:06:29.775114,delivered,440.32,"1,201.43 kg",5.36," 8,761.07 ",,"9.935,81",Y,N,2,Se reprogramó entrega.
S0017100,C00708,D00188,Veracruz,VER,Villahermosa,TAB,08-04-2025 21:06:22,10/04/2025 13:30,2025-04-10 21:50:16.434236,Delivered, 472.37 ,"1.095,22",0,9873,767.18,10640,,Y,3,Documentación pendiente.
S0017101,C00783,D00083,San Luis Potosí,SLP,Villahermosa,TAB,2025-04-04 02:30:45,2025-04-04 06:33:45,04/04/2025 10:45,DELIVERED,225,5.00,1.77 m3,"$ 5,960.90",422.15,,Si,N,7,Se reprogramó entrega.
S0017102,C00654,D00175,Puebla,PUE,Aguascalientes,AGS,2024-09-27 06:36:00,27-09-2024 14:49:00,2024-09-27 17:44:48,entregado, 287.55 ,600.89 kg,$ 1.83,8629,880.66,"$ 9,509.57",0,N,4,Se reprogramó entrega.
S0017103,C00589,D00126,Veracruz,VER,Cancún,ROO,2025-03-09 01:57:03,09-03-2025 23:02:03,2025/03/10 10:05,entregado, 523.46 ," 1,669.55 ",6.89 m3,14127,1855,"$ 15,981.83",,FALSE,10,
S0017104,C00785,D00187,Chihuahua,CHH,Culiacán,SIN,2024/07/07 21:06,2024-07-08,2024-07-09 13:46:23.138117,Delivered,"MXN 1.323,20"," 1,138.76 ","7,37",29625,"3,440.59","33.065,22",Si,N,15,Cliente pidió entrega en recepción.
S0017105,C00440,D00213,San Luis Potosí,SLP,Aguascalientes,AGS,09-11-2024 17:13:06,2024-11-10 07:06:06,2024/11/10 16:31,entregado,680.21 km,226.47,6.07,"19,212.73","1.485,48",20698,FALSE,0,,Prioridad alta.
S0017106,C00614,D00199,Villahermosa,TAB,Tampico,TAM,2025-12-23 19:57:07,2025-12-24,2025-12-24 04:06:07,DELIVERED ,110,,7.91 m3," 2,867.52 ",235,"3,102.66",FALSE,TRUE,10,
S0017107,C00111,D00072,Querétaro,QRO,Veracruz,VER,08/02/2026 12:40,2026-02-09 11:39:46,2026-02-09 21:23:46.925002,delivered,429.01 km,"462,08", 3.11 ,"$ 9,884.44","970,01","10,854.45",Y,0,1,
S0017108,C00858,D00128,León,GTO,Monterrey,NL,2025-03-07 06:07:11,2025/03/08 14:03,2025-03-08 17:43:08,DELIVERED ,178,126,1.73," 4,869.21 ",574.64,"5,443.84",1,No,5,
S0017109,C00706,D00156,San Luis Potosí,SLP,Veracruz,VER,,2024-10-04 02:16:39,2024-10-04 09:40:59.448700,entregado,424,598.57 kg,1,,883.88," 12,316.14 ",FALSE,TRUE,4,Documentación pendiente.
S0017110,C00084,D00003,CDMX,CDMX,Chihuahua,CHH,15-02-2026 10:38:11,2026-02-15 12:29:11,2026/02/15 19:50,Delivered,417.48 km,732.53, 9.92 ,,,"$ 9,246.29",0,Si,6,
S0017111,C00527,D00154,Morelia,MICH,Mérida,YUC,2025-01-20 22:29:09,2025-01-21 21:52:09,2025-01-22 09:29:51.768741,DELIVERED,510," 1,421.66 ",,"9,890.92",993,"10,883.81",FALSE,Y,8,
S0017112,C00700,D00144,Mérida,YUC,Cancún,ROO,2025/09/04 00:50,05-09-2025 16:38:53,05/09/2025 22:41,CANCELLED,261.91 km,"1.713,61",2.12,"5,697.55","440,19","6,137.74",0,Si,6,Dirección incompleta.
S0017113,C00410,D00202,Chihuahua,CHH,Puebla,PUE,2024-03-03 12:26:18,05/03/2024 02:51,2024-03-05 06:06:04.675093,DELIVERED,276.42 km,999, 1.22 ,,864,"8.161,04",TRUE,FALSE,4,Carga frágil.
S0017114,C00013,D00083,Cancún,ROO,Toluca,MEX,2024-04-25,2024-04-25 22:17:52,2024/04/25 23:17,DELIVERED,10.00 km,632.57,"6,24",MXN 857.23,"111,74",968.96,1,TRUE,1,
S0017115,C00718,D00005,Guadalajara,JAL,Culiacán,SIN,10-01-2024 11:24:35,2024-01-11 21:21:35,2024-01-12 00:51:49.962372,DELIVERED,,"1,402.05 kg",5.07," 5,953.75 ", 639.78 ,6594,,Si,5,Carga frágil.
S0017116,C00332,D00078,Monterrey,NL,Tampico,TAM,2024-01-17 06:53:20,2024-01-19 01:06:20,2024-01-19 08:28:24,Delivered,,"528,74",2.57,,"1,611.49","14,444.34",FALSE,N,4,Incidencia: retraso por tráfico.
S0017117,C00358,D00014,Toluca,MEX,Puebla,PUE,2025-02-03 19:58:50,04-02-2025 00:22:50,2025-02-04 18:14:14.516174,DELIVERED,809,,3.05 m3,21591," 2,858.67 "," 24,449.27 ",0,,3,Dirección incompleta.
S0017118,C00743,D00037,Mérida,YUC,Querétaro,QRO,2025-01-23 11:09:18,2025-01-24 05:19:18,2025-01-24 12:47:17.913858,delivered, 489.09 ,"1.487,29",$ 1.28,"$ 11,856.18"," 1,479.61 ","$ 13,335.79",Si,TRUE,11,Prioridad alta.
S0017119,C00214,D00107,Chihuahua,CHH,Tampico,TAM,2026-01-13 14:50:40,14/01/2026 06:16,2026/01/14 11:37,DELIVERED ,"360,96","875,29",MXN 1.20,"MXN 8.548,29",646,"9.194,24",,,10,Falta firma en POD.
S0017120,C00196,D00118,Veracruz,VER,Querétaro,QRO,2025-08-04 03:47:46,05-08-2025 08:16:46,05/08/2025 19:53,DELIVERED ,MXN 686.54,"1,144.52", 2.28 ,,,"17,411.19",1,,5,
S0017121,C00067,D00235,Aguascalientes,AGS,Tampico,TAM,2025-11-22,22-11-2025 19:23:08,2025-11-23 06:08:18.923167,Delivered,532.48 km,454.72,,"MXN 11,229.22","MXN 1.108,80",12338,0,TRUE,6,
S0017122,C00214,D00134,Mérida,YUC,Morelia,MICH,2025-03-13 14:53:56,2025-03-15 01:56:56,2025-03-15 02:56:56,DELIVERED ,173,"921,36",5," 4,529.87 ","407,54",,1,No,10,
S0017123,C00588,D00200,San Luis Potosí,SLP,CDMX,CDMX,04/03/2024 08:03,2024-03-05 12:01:46,06/03/2024 02:15,DELIVERED ,$ 909.21,662,0.10 m3,"24,259.61",,"27,478.77",Y,N,4,Documentación pendiente.
S0017124,C00330,D00087,León,GTO,Villahermosa,TAB,2025-05-15 20:05:55,16-05-2025 22:15:55,2025-05-17 07:57:56.653421,delivered,456,,4,11825,MXN 907.22,"12,732.47",TRUE,No,2,
S0017125,C00024,D00027,Puebla,PUE,Tijuana,BCN,2025-08-04 08:31:45,2025-08-05 12:26:45,2025-08-05 21:39:25.481859,delivered,$ 518.77,"1.680,57",0.10,"$ 10,394.70",676.09,"11.070,79",N,N,9,Dirección incompleta.
S0017126,C00024,D00197,Villahermosa,TAB,CDMX,CDMX,10-11-2025 04:49:59,2025-11-10 08:38:59,2025-11-10 17:02:07.213834,entregado,492,"MXN 1,444.99",4.03,9702,,"11,010.99",FALSE,,2,Documentación pendiente.
S0017127,C00881,D00229,Mérida,YUC,Culiacán,SIN,2024-01-07 14:22:58,2024-01-08 10:15:58,2024-01-08 17:56:51,entregado,393,827.57,"MXN 1,67","9.944,73","$ 1,060.06","$ 11,004.79",No,No,8,
S0017128,C00834,D00146,Toluca,MEX,Aguascalientes,AGS,2025-10-19 05:48:21,2025-10-20 22:00:21,,CNCL,413.29,"162,54",,"9,149.95", 954.37 ,,Si,No,3,
S0017129,C00725,D00188,Querétaro,QRO,Chihuahua,CHH,2025-04-13 03:45:10,2025-04-14 02:04:10,2025-04-14 03:04:10,Delivered,"10,00"," -1,049.20 ",2.44,"555,17",52,607.11,1,FALSE,8,Documentación pendiente.
S0017130,C00302,D00247,Hermosillo,SON,Tampico,TAM,,2025-09-28 14:07:27,2025-09-28 15:07:27,entregado,10.00,"MXN 1.359,64",,"1,160.09",105.73," 1,265.82 ",FALSE,1,3,Prioridad alta.
S0017131,C00061,D00115,Tijuana,BCN,Culiacán,SIN,2024-03-28,2024/03/28 17:29,2024-03-28 18:29:09,Delivered,"10,00","$ 1,172.91",4.94 m3,"1,042.52",MXN 138.85,"1,181.37",Si,Si,-4,
S0017132,C00501,D00052,Villahermosa,TAB,Guadalajara,JAL,2024-03-07 21:30:16,2024/03/07 23:05,08/03/2024 09:45,delivered,"513,02",,"MXN 5,26"," 12,070.19 ","1.054,61","13.124,80",Y,N,2,
S0017133,C00752,D00098,Tampico,TAM,Aguascalientes,AGS,2025-09-07 23:43:53,2025/09/08 11:15,08/09/2025 13:08,DELIVERED,224.95,"1,301.94",,"6,520.54",586.36,7107,,FALSE,6,
S0017134,C00043,D00042,Aguascalientes,AGS,Hermosillo,SON,26-02-2024 08:38:11,2024-02-26 23:19:11,2024/02/27 11:16,DELIVERED ,556.83 km,364.79,2.42,13460," 1,349.91 ",14810,TRUE,FALSE,8,
S0017135,C00342,D00071,Mérida,YUC,San Luis Potosí,SLP,2025/05/21 02:29,2025/05/21 18:31,2025-05-22 02:09:55,DELIVERED ,342,$ 405.59,6,"9.979,25","1,061.45"," 11,040.70 ",Si,N,3,Documentación pendiente.
S0017136,C00427,D00185,Culiacán,SIN,CDMX,CDMX,2024-07-15 08:00:20,2024/07/16 17:08,16/07/2024 22:53,DELIVERED ,279.77 km,"1.236,81", 1.65 ,"7,789.74",$ 821.80,"8.611,54",No,0,15,
